rep,Method,Item,Accuracy
17,Iterative MCA (2 dims),Feeling sad or Tearful,0.3333333333333333
17,Iterative MCA (2 dims),Irritable towards baby & partner,0.391304347826087
17,Iterative MCA (2 dims),Trouble sleeping at night,0.35714285714285715
17,Iterative MCA (2 dims),Problems concentrating or making decision,0.39285714285714285
17,Iterative MCA (2 dims),Overeating or loss of appetite,0.782608695652174
17,Iterative MCA (2 dims),Feeling anxious,0.7931034482758621
17,Iterative MCA (2 dims),Feeling of guilt,0.34782608695652173
17,Iterative MCA (2 dims),Problems of bonding with baby,0.42105263157894735
18,Marginal sampling,Age,0.20833333333333334
18,Marginal sampling,Feeling sad or Tearful,0.25
18,Marginal sampling,Irritable towards baby & partner,0.47368421052631576
18,Marginal sampling,Trouble sleeping at night,0.47619047619047616
18,Marginal sampling,Problems concentrating or making decision,0.30434782608695654
18,Marginal sampling,Overeating or loss of appetite,0.7083333333333334
18,Marginal sampling,Feeling anxious,0.5833333333333334
18,Marginal sampling,Feeling of guilt,0.45
18,Marginal sampling,Problems of bonding with baby,0.38461538461538464
18,Mode,Age,0.375
18,Mode,Feeling sad or Tearful,0.5
18,Mode,Irritable towards baby & partner,0.47368421052631576
18,Mode,Trouble sleeping at night,0.5238095238095238
18,Mode,Problems concentrating or making decision,0.34782608695652173
18,Mode,Overeating or loss of appetite,0.875
18,Mode,Feeling anxious,0.3333333333333333
18,Mode,Feeling of guilt,0.5
18,Mode,Problems of bonding with baby,0.38461538461538464
18,"KNN (Hamming, k=7)",Age,0.125
18,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.6
18,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.42105263157894735
18,"KNN (Hamming, k=7)",Trouble sleeping at night,0.5238095238095238
18,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.5217391304347826
18,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.7916666666666666
18,"KNN (Hamming, k=7)",Feeling anxious,0.5416666666666666
18,"KNN (Hamming, k=7)",Feeling of guilt,0.55
18,"KNN (Hamming, k=7)",Problems of bonding with baby,0.5769230769230769
18,MICE (logistic),Age,0.20833333333333334
18,MICE (logistic),Feeling sad or Tearful,0.5
18,MICE (logistic),Irritable towards baby & partner,0.5263157894736842
18,MICE (logistic),Trouble sleeping at night,0.38095238095238093
18,MICE (logistic),Problems concentrating or making decision,0.34782608695652173
18,MICE (logistic),Overeating or loss of appetite,0.9166666666666666
18,MICE (logistic),Feeling anxious,0.5
18,MICE (logistic),Feeling of guilt,0.5
18,MICE (logistic),Problems of bonding with baby,0.46153846153846156
18,MICE (random forest),Age,0.20833333333333334
18,MICE (random forest),Feeling sad or Tearful,0.5
18,MICE (random forest),Irritable towards baby & partner,0.3684210526315789
18,MICE (random forest),Trouble sleeping at night,0.5714285714285714
18,MICE (random forest),Problems concentrating or making decision,0.5217391304347826
18,MICE (random forest),Overeating or loss of appetite,0.8333333333333334
18,MICE (random forest),Feeling anxious,0.6666666666666666
18,MICE (random forest),Feeling of guilt,0.55
18,MICE (random forest),Problems of bonding with baby,0.5769230769230769
18,Iterative MCA (2 dims),Age,0.25
18,Iterative MCA (2 dims),Feeling sad or Tearful,0.5
18,Iterative MCA (2 dims),Irritable towards baby & partner,0.42105263157894735
18,Iterative MCA (2 dims),Trouble sleeping at night,0.42857142857142855
18,Iterative MCA (2 dims),Problems concentrating or making decision,0.34782608695652173
18,Iterative MCA (2 dims),Overeating or loss of appetite,0.7916666666666666
18,Iterative MCA (2 dims),Feeling anxious,0.4583333333333333
18,Iterative MCA (2 dims),Feeling of guilt,0.5
18,Iterative MCA (2 dims),Problems of bonding with baby,0.5384615384615384
19,Marginal sampling,Age,0.24242424242424243
19,Marginal sampling,Feeling sad or Tearful,0.2692307692307692
19,Marginal sampling,Irritable towards baby & partner,0.39285714285714285
19,Marginal sampling,Trouble sleeping at night,0.2692307692307692
19,Marginal sampling,Problems concentrating or making decision,0.28
19,Marginal sampling,Overeating or loss of appetite,0.6086956521739131
19,Marginal sampling,Feeling anxious,0.5714285714285714
19,Marginal sampling,Feeling of guilt,0.2727272727272727
19,Marginal sampling,Problems of bonding with baby,0.35
19,Mode,Age,0.24242424242424243
19,Mode,Feeling sad or Tearful,0.4230769230769231
19,Mode,Irritable towards baby & partner,0.17857142857142858
19,Mode,Trouble sleeping at night,0.19230769230769232
19,Mode,Problems concentrating or making decision,0.2
19,Mode,Overeating or loss of appetite,0.6956521739130435
19,Mode,Feeling anxious,0.6785714285714286
19,Mode,Feeling of guilt,0.45454545454545453
19,Mode,Problems of bonding with baby,0.3
19,"KNN (Hamming, k=7)",Age,0.18181818181818182
19,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.5384615384615384
19,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.21428571428571427
19,"KNN (Hamming, k=7)",Trouble sleeping at night,0.5
19,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.32
19,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.6956521739130435
19,"KNN (Hamming, k=7)",Feeling anxious,0.7142857142857143
19,"KNN (Hamming, k=7)",Feeling of guilt,0.5
19,"KNN (Hamming, k=7)",Problems of bonding with baby,0.6
19,MICE (logistic),Age,0.12121212121212122
19,MICE (logistic),Feeling sad or Tearful,0.34615384615384615
19,MICE (logistic),Irritable towards baby & partner,0.21428571428571427
19,MICE (logistic),Trouble sleeping at night,0.2692307692307692
19,MICE (logistic),Problems concentrating or making decision,0.4
19,MICE (logistic),Overeating or loss of appetite,0.6956521739130435
19,MICE (logistic),Feeling anxious,0.75
19,MICE (logistic),Feeling of guilt,0.45454545454545453
19,MICE (logistic),Problems of bonding with baby,0.5
19,MICE (random forest),Age,0.24242424242424243
19,MICE (random forest),Feeling sad or Tearful,0.4230769230769231
19,MICE (random forest),Irritable towards baby & partner,0.2857142857142857
19,MICE (random forest),Trouble sleeping at night,0.38461538461538464
19,MICE (random forest),Problems concentrating or making decision,0.32
19,MICE (random forest),Overeating or loss of appetite,0.6956521739130435
19,MICE (random forest),Feeling anxious,0.7857142857142857
19,MICE (random forest),Feeling of guilt,0.5
19,MICE (random forest),Problems of bonding with baby,0.45
19,Iterative MCA (2 dims),Age,0.18181818181818182
19,Iterative MCA (2 dims),Feeling sad or Tearful,0.34615384615384615
19,Iterative MCA (2 dims),Irritable towards baby & partner,0.32142857142857145
19,Iterative MCA (2 dims),Trouble sleeping at night,0.11538461538461539
19,Iterative MCA (2 dims),Problems concentrating or making decision,0.28
19,Iterative MCA (2 dims),Overeating or loss of appetite,0.782608695652174
19,Iterative MCA (2 dims),Feeling anxious,0.6428571428571429
19,Iterative MCA (2 dims),Feeling of guilt,0.4090909090909091
19,Iterative MCA (2 dims),Problems of bonding with baby,0.8
20,Marginal sampling,Age,0.12903225806451613
20,Marginal sampling,Feeling sad or Tearful,0.4
20,Marginal sampling,Irritable towards baby & partner,0.5384615384615384
20,Marginal sampling,Trouble sleeping at night,0.25
20,Marginal sampling,Problems concentrating or making decision,0.42857142857142855
20,Marginal sampling,Overeating or loss of appetite,0.43478260869565216
20,Marginal sampling,Feeling anxious,0.6551724137931034
20,Marginal sampling,Feeling of guilt,0.43478260869565216
20,Marginal sampling,Problems of bonding with baby,0.27586206896551724
20,Mode,Age,0.1935483870967742
20,Mode,Feeling sad or Tearful,0.32
20,Mode,Irritable towards baby & partner,0.5384615384615384
20,Mode,Trouble sleeping at night,0.45
20,Mode,Problems concentrating or making decision,0.3333333333333333
20,Mode,Overeating or loss of appetite,0.6956521739130435
20,Mode,Feeling anxious,0.5862068965517241
20,Mode,Feeling of guilt,0.34782608695652173
20,Mode,Problems of bonding with baby,0.2413793103448276
20,"KNN (Hamming, k=7)",Age,0.12903225806451613
20,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.4
20,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.5769230769230769
20,"KNN (Hamming, k=7)",Trouble sleeping at night,0.4
20,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.38095238095238093
20,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.6521739130434783
20,"KNN (Hamming, k=7)",Feeling anxious,0.896551724137931
20,"KNN (Hamming, k=7)",Feeling of guilt,0.43478260869565216
20,"KNN (Hamming, k=7)",Problems of bonding with baby,0.41379310344827586
20,MICE (logistic),Age,0.1935483870967742
20,MICE (logistic),Feeling sad or Tearful,0.4
20,MICE (logistic),Irritable towards baby & partner,0.6153846153846154
20,MICE (logistic),Trouble sleeping at night,0.5
20,MICE (logistic),Problems concentrating or making decision,0.5714285714285714
20,MICE (logistic),Overeating or loss of appetite,0.6956521739130435
20,MICE (logistic),Feeling anxious,0.8275862068965517
20,MICE (logistic),Feeling of guilt,0.4782608695652174
20,MICE (logistic),Problems of bonding with baby,0.3793103448275862
20,MICE (random forest),Age,0.16129032258064516
20,MICE (random forest),Feeling sad or Tearful,0.36
20,MICE (random forest),Irritable towards baby & partner,0.5
20,MICE (random forest),Trouble sleeping at night,0.5
20,MICE (random forest),Problems concentrating or making decision,0.5238095238095238
20,MICE (random forest),Overeating or loss of appetite,0.7391304347826086
20,MICE (random forest),Feeling anxious,0.896551724137931
20,MICE (random forest),Feeling of guilt,0.6086956521739131
20,MICE (random forest),Problems of bonding with baby,0.5172413793103449
20,Iterative MCA (2 dims),Age,0.12903225806451613
20,Iterative MCA (2 dims),Feeling sad or Tearful,0.44
20,Iterative MCA (2 dims),Irritable towards baby & partner,0.46153846153846156
20,Iterative MCA (2 dims),Trouble sleeping at night,0.3
20,Iterative MCA (2 dims),Problems concentrating or making decision,0.3333333333333333
20,Iterative MCA (2 dims),Overeating or loss of appetite,0.782608695652174
20,Iterative MCA (2 dims),Feeling anxious,0.6896551724137931
20,Iterative MCA (2 dims),Feeling of guilt,0.391304347826087
20,Iterative MCA (2 dims),Problems of bonding with baby,0.41379310344827586
21,Marginal sampling,Age,0.2413793103448276
21,Marginal sampling,Feeling sad or Tearful,0.3684210526315789
21,Marginal sampling,Irritable towards baby & partner,0.391304347826087
21,Marginal sampling,Trouble sleeping at night,0.34615384615384615
21,Marginal sampling,Problems concentrating or making decision,0.3548387096774194
21,Marginal sampling,Overeating or loss of appetite,0.3548387096774194
21,Marginal sampling,Feeling anxious,0.56
21,Marginal sampling,Feeling of guilt,0.2857142857142857
21,Marginal sampling,Problems of bonding with baby,0.2857142857142857
21,Mode,Age,0.20689655172413793
21,Mode,Feeling sad or Tearful,0.5263157894736842
21,Mode,Irritable towards baby & partner,0.391304347826087
21,Mode,Trouble sleeping at night,0.5384615384615384
21,Mode,Problems concentrating or making decision,0.2903225806451613
21,Mode,Overeating or loss of appetite,0.6129032258064516
21,Mode,Feeling anxious,0.44
21,Mode,Feeling of guilt,0.5714285714285714
21,Mode,Problems of bonding with baby,0.42857142857142855
21,"KNN (Hamming, k=7)",Age,0.1724137931034483
21,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.42105263157894735
21,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.4782608695652174
21,"KNN (Hamming, k=7)",Trouble sleeping at night,0.5384615384615384
21,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.3870967741935484
21,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.7096774193548387
21,"KNN (Hamming, k=7)",Feeling anxious,0.6
21,"KNN (Hamming, k=7)",Feeling of guilt,0.5714285714285714
21,"KNN (Hamming, k=7)",Problems of bonding with baby,0.35714285714285715
21,MICE (logistic),Age,0.20689655172413793
21,MICE (logistic),Feeling sad or Tearful,0.5263157894736842
21,MICE (logistic),Irritable towards baby & partner,0.21739130434782608
21,MICE (logistic),Trouble sleeping at night,0.46153846153846156
21,MICE (logistic),Problems concentrating or making decision,0.4838709677419355
21,MICE (logistic),Overeating or loss of appetite,0.6129032258064516
21,MICE (logistic),Feeling anxious,0.64
21,MICE (logistic),Feeling of guilt,0.4642857142857143
21,MICE (logistic),Problems of bonding with baby,0.35714285714285715
21,MICE (random forest),Age,0.20689655172413793
21,MICE (random forest),Feeling sad or Tearful,0.42105263157894735
21,MICE (random forest),Irritable towards baby & partner,0.5217391304347826
21,MICE (random forest),Trouble sleeping at night,0.5
21,MICE (random forest),Problems concentrating or making decision,0.5161290322580645
21,MICE (random forest),Overeating or loss of appetite,0.5806451612903226
21,MICE (random forest),Feeling anxious,0.6
21,MICE (random forest),Feeling of guilt,0.5714285714285714
21,MICE (random forest),Problems of bonding with baby,0.21428571428571427
21,Iterative MCA (2 dims),Age,0.20689655172413793
21,Iterative MCA (2 dims),Feeling sad or Tearful,0.3684210526315789
21,Iterative MCA (2 dims),Irritable towards baby & partner,0.34782608695652173
21,Iterative MCA (2 dims),Trouble sleeping at night,0.6538461538461539
21,Iterative MCA (2 dims),Problems concentrating or making decision,0.5161290322580645
21,Iterative MCA (2 dims),Overeating or loss of appetite,0.5806451612903226
21,Iterative MCA (2 dims),Feeling anxious,0.6
21,Iterative MCA (2 dims),Feeling of guilt,0.4642857142857143
21,Iterative MCA (2 dims),Problems of bonding with baby,0.35714285714285715
22,Marginal sampling,Age,0.20689655172413793
22,Marginal sampling,Feeling sad or Tearful,0.28
22,Marginal sampling,Irritable towards baby & partner,0.3333333333333333
22,Marginal sampling,Trouble sleeping at night,0.22580645161290322
22,Marginal sampling,Problems concentrating or making decision,0.2692307692307692
22,Marginal sampling,Overeating or loss of appetite,0.5357142857142857
22,Marginal sampling,Feeling anxious,0.38461538461538464
22,Marginal sampling,Feeling of guilt,0.42857142857142855
22,Marginal sampling,Problems of bonding with baby,0.2777777777777778
22,Mode,Age,0.3448275862068966
22,Mode,Feeling sad or Tearful,0.44
22,Mode,Irritable towards baby & partner,0.19047619047619047
22,Mode,Trouble sleeping at night,0.45161290322580644
22,Mode,Problems concentrating or making decision,0.2692307692307692
22,Mode,Overeating or loss of appetite,0.7142857142857143
22,Mode,Feeling anxious,0.6538461538461539
22,Mode,Feeling of guilt,0.5238095238095238
22,Mode,Problems of bonding with baby,0.4444444444444444
22,"KNN (Hamming, k=7)",Age,0.13793103448275862
22,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.48
22,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.5238095238095238
22,"KNN (Hamming, k=7)",Trouble sleeping at night,0.4838709677419355
22,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.4230769230769231
22,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.7857142857142857
22,"KNN (Hamming, k=7)",Feeling anxious,0.6153846153846154
22,"KNN (Hamming, k=7)",Feeling of guilt,0.42857142857142855
22,"KNN (Hamming, k=7)",Problems of bonding with baby,0.3888888888888889
22,MICE (logistic),Age,0.1724137931034483
22,MICE (logistic),Feeling sad or Tearful,0.32
22,MICE (logistic),Irritable towards baby & partner,0.38095238095238093
22,MICE (logistic),Trouble sleeping at night,0.41935483870967744
22,MICE (logistic),Problems concentrating or making decision,0.3076923076923077
22,MICE (logistic),Overeating or loss of appetite,0.6785714285714286
22,MICE (logistic),Feeling anxious,0.7307692307692307
22,MICE (logistic),Feeling of guilt,0.6666666666666666
22,MICE (logistic),Problems of bonding with baby,0.2222222222222222
22,MICE (random forest),Age,0.2413793103448276
22,MICE (random forest),Feeling sad or Tearful,0.36
22,MICE (random forest),Irritable towards baby & partner,0.42857142857142855
22,MICE (random forest),Trouble sleeping at night,0.4838709677419355
22,MICE (random forest),Problems concentrating or making decision,0.4230769230769231
22,MICE (random forest),Overeating or loss of appetite,0.7142857142857143
22,MICE (random forest),Feeling anxious,0.6923076923076923
22,MICE (random forest),Feeling of guilt,0.6190476190476191
22,MICE (random forest),Problems of bonding with baby,0.5
22,Iterative MCA (2 dims),Age,0.1724137931034483
22,Iterative MCA (2 dims),Feeling sad or Tearful,0.36
22,Iterative MCA (2 dims),Irritable towards baby & partner,0.2857142857142857
22,Iterative MCA (2 dims),Trouble sleeping at night,0.45161290322580644
22,Iterative MCA (2 dims),Problems concentrating or making decision,0.2692307692307692
22,Iterative MCA (2 dims),Overeating or loss of appetite,0.7142857142857143
22,Iterative MCA (2 dims),Feeling anxious,0.8076923076923077
22,Iterative MCA (2 dims),Feeling of guilt,0.5714285714285714
22,Iterative MCA (2 dims),Problems of bonding with baby,0.2777777777777778
23,Marginal sampling,Age,0.1875
23,Marginal sampling,Feeling sad or Tearful,0.3157894736842105
23,Marginal sampling,Irritable towards baby & partner,0.19230769230769232
23,Marginal sampling,Trouble sleeping at night,0.34615384615384615
23,Marginal sampling,Problems concentrating or making decision,0.2916666666666667
23,Marginal sampling,Overeating or loss of appetite,0.4666666666666667
23,Marginal sampling,Feeling anxious,0.3333333333333333
23,Marginal sampling,Feeling of guilt,0.2608695652173913
23,Marginal sampling,Problems of bonding with baby,0.375
23,Mode,Age,0.3125
23,Mode,Feeling sad or Tearful,0.5263157894736842
23,Mode,Irritable towards baby & partner,0.23076923076923078
23,Mode,Trouble sleeping at night,0.46153846153846156
23,Mode,Problems concentrating or making decision,0.4166666666666667
23,Mode,Overeating or loss of appetite,0.6
23,Mode,Feeling anxious,0.6190476190476191
23,Mode,Feeling of guilt,0.34782608695652173
23,Mode,Problems of bonding with baby,0.4583333333333333
23,"KNN (Hamming, k=7)",Age,0.1875
23,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.42105263157894735
23,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.23076923076923078
23,"KNN (Hamming, k=7)",Trouble sleeping at night,0.4230769230769231
23,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.3333333333333333
23,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.6666666666666666
23,"KNN (Hamming, k=7)",Feeling anxious,0.7142857142857143
23,"KNN (Hamming, k=7)",Feeling of guilt,0.391304347826087
23,"KNN (Hamming, k=7)",Problems of bonding with baby,0.4166666666666667
23,MICE (logistic),Age,0.1875
23,MICE (logistic),Feeling sad or Tearful,0.47368421052631576
23,MICE (logistic),Irritable towards baby & partner,0.2692307692307692
23,MICE (logistic),Trouble sleeping at night,0.34615384615384615
23,MICE (logistic),Problems concentrating or making decision,0.4583333333333333
23,MICE (logistic),Overeating or loss of appetite,0.4666666666666667
23,MICE (logistic),Feeling anxious,0.9047619047619048
23,MICE (logistic),Feeling of guilt,0.6086956521739131
23,MICE (logistic),Problems of bonding with baby,0.4166666666666667
23,MICE (random forest),Age,0.0625
23,MICE (random forest),Feeling sad or Tearful,0.47368421052631576
23,MICE (random forest),Irritable towards baby & partner,0.2692307692307692
23,MICE (random forest),Trouble sleeping at night,0.4230769230769231
23,MICE (random forest),Problems concentrating or making decision,0.5416666666666666
23,MICE (random forest),Overeating or loss of appetite,0.6666666666666666
23,MICE (random forest),Feeling anxious,0.9047619047619048
23,MICE (random forest),Feeling of guilt,0.5652173913043478
23,MICE (random forest),Problems of bonding with baby,0.4583333333333333
23,Iterative MCA (2 dims),Age,0.125
23,Iterative MCA (2 dims),Feeling sad or Tearful,0.3684210526315789
23,Iterative MCA (2 dims),Irritable towards baby & partner,0.2692307692307692
23,Iterative MCA (2 dims),Trouble sleeping at night,0.38461538461538464
23,Iterative MCA (2 dims),Problems concentrating or making decision,0.3333333333333333
23,Iterative MCA (2 dims),Overeating or loss of appetite,0.6666666666666666
23,Iterative MCA (2 dims),Feeling anxious,0.8095238095238095
23,Iterative MCA (2 dims),Feeling of guilt,0.391304347826087
23,Iterative MCA (2 dims),Problems of bonding with baby,0.2916666666666667
24,Marginal sampling,Age,0.2
24,Marginal sampling,Feeling sad or Tearful,0.3333333333333333
24,Marginal sampling,Irritable towards baby & partner,0.48
24,Marginal sampling,Trouble sleeping at night,0.3333333333333333
24,Marginal sampling,Problems concentrating or making decision,0.3684210526315789
24,Marginal sampling,Overeating or loss of appetite,0.6774193548387096
24,Marginal sampling,Feeling anxious,0.5483870967741935
24,Marginal sampling,Feeling of guilt,0.37037037037037035
24,Marginal sampling,Problems of bonding with baby,0.2916666666666667
24,Mode,Age,0.2
24,Mode,Feeling sad or Tearful,0.47619047619047616
24,Mode,Irritable towards baby & partner,0.48
24,Mode,Trouble sleeping at night,0.2916666666666667
24,Mode,Problems concentrating or making decision,0.3157894736842105
24,Mode,Overeating or loss of appetite,0.6774193548387096
24,Mode,Feeling anxious,0.6774193548387096
24,Mode,Feeling of guilt,0.4074074074074074
24,Mode,Problems of bonding with baby,0.20833333333333334
24,"KNN (Hamming, k=7)",Age,0.15
24,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.47619047619047616
24,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.44
24,"KNN (Hamming, k=7)",Trouble sleeping at night,0.5833333333333334
24,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.21052631578947367
24,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.6774193548387096
24,"KNN (Hamming, k=7)",Feeling anxious,0.6774193548387096
24,"KNN (Hamming, k=7)",Feeling of guilt,0.4444444444444444
24,"KNN (Hamming, k=7)",Problems of bonding with baby,0.25
24,MICE (logistic),Age,0.2
24,MICE (logistic),Feeling sad or Tearful,0.5714285714285714
24,MICE (logistic),Irritable towards baby & partner,0.44
24,MICE (logistic),Trouble sleeping at night,0.375
24,MICE (logistic),Problems concentrating or making decision,0.3684210526315789
24,MICE (logistic),Overeating or loss of appetite,0.7419354838709677
24,MICE (logistic),Feeling anxious,0.7419354838709677
24,MICE (logistic),Feeling of guilt,0.4074074074074074
24,MICE (logistic),Problems of bonding with baby,0.25
24,MICE (random forest),Age,0.05
24,MICE (random forest),Feeling sad or Tearful,0.47619047619047616
24,MICE (random forest),Irritable towards baby & partner,0.52
24,MICE (random forest),Trouble sleeping at night,0.4166666666666667
24,MICE (random forest),Problems concentrating or making decision,0.2631578947368421
24,MICE (random forest),Overeating or loss of appetite,0.7096774193548387
24,MICE (random forest),Feeling anxious,0.7741935483870968
24,MICE (random forest),Feeling of guilt,0.4444444444444444
24,MICE (random forest),Problems of bonding with baby,0.2916666666666667
24,Iterative MCA (2 dims),Age,0.2
24,Iterative MCA (2 dims),Feeling sad or Tearful,0.5238095238095238
24,Iterative MCA (2 dims),Irritable towards baby & partner,0.4
24,Iterative MCA (2 dims),Trouble sleeping at night,0.5
24,Iterative MCA (2 dims),Problems concentrating or making decision,0.15789473684210525
24,Iterative MCA (2 dims),Overeating or loss of appetite,0.6451612903225806
24,Iterative MCA (2 dims),Feeling anxious,0.7741935483870968
24,Iterative MCA (2 dims),Feeling of guilt,0.4074074074074074
24,Iterative MCA (2 dims),Problems of bonding with baby,0.3333333333333333
25,Marginal sampling,Age,0.23333333333333334
25,Marginal sampling,Feeling sad or Tearful,0.3684210526315789
25,Marginal sampling,Irritable towards baby & partner,0.2777777777777778
25,Marginal sampling,Trouble sleeping at night,0.3793103448275862
25,Marginal sampling,Problems concentrating or making decision,0.3888888888888889
25,Marginal sampling,Overeating or loss of appetite,0.56
25,Marginal sampling,Feeling anxious,0.5
25,Marginal sampling,Feeling of guilt,0.3333333333333333
25,Marginal sampling,Problems of bonding with baby,0.3333333333333333
25,Mode,Age,0.3333333333333333
25,Mode,Feeling sad or Tearful,0.5263157894736842
25,Mode,Irritable towards baby & partner,0.3333333333333333
25,Mode,Trouble sleeping at night,0.3793103448275862
25,Mode,Problems concentrating or making decision,0.5555555555555556
25,Mode,Overeating or loss of appetite,0.84
25,Mode,Feeling anxious,0.6363636363636364
25,Mode,Feeling of guilt,0.375
25,Mode,Problems of bonding with baby,0.375
25,"KNN (Hamming, k=7)",Age,0.13333333333333333
25,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.5263157894736842
25,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.4444444444444444
25,"KNN (Hamming, k=7)",Trouble sleeping at night,0.4827586206896552
25,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.2222222222222222
25,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.8
25,"KNN (Hamming, k=7)",Feeling anxious,0.7727272727272727
25,"KNN (Hamming, k=7)",Feeling of guilt,0.5416666666666666
25,"KNN (Hamming, k=7)",Problems of bonding with baby,0.6666666666666666
25,MICE (logistic),Age,0.13333333333333333
25,MICE (logistic),Feeling sad or Tearful,0.42105263157894735
25,MICE (logistic),Irritable towards baby & partner,0.5555555555555556
25,MICE (logistic),Trouble sleeping at night,0.4827586206896552
25,MICE (logistic),Problems concentrating or making decision,0.4444444444444444
25,MICE (logistic),Overeating or loss of appetite,0.76
25,MICE (logistic),Feeling anxious,0.6363636363636364
25,MICE (logistic),Feeling of guilt,0.5416666666666666
25,MICE (logistic),Problems of bonding with baby,0.625
25,MICE (random forest),Age,0.2
25,MICE (random forest),Feeling sad or Tearful,0.5263157894736842
25,MICE (random forest),Irritable towards baby & partner,0.2777777777777778
25,MICE (random forest),Trouble sleeping at night,0.5172413793103449
25,MICE (random forest),Problems concentrating or making decision,0.3333333333333333
25,MICE (random forest),Overeating or loss of appetite,0.8
25,MICE (random forest),Feeling anxious,0.7272727272727273
25,MICE (random forest),Feeling of guilt,0.5
25,MICE (random forest),Problems of bonding with baby,0.625
25,Iterative MCA (2 dims),Age,0.16666666666666666
25,Iterative MCA (2 dims),Feeling sad or Tearful,0.631578947368421
25,Iterative MCA (2 dims),Irritable towards baby & partner,0.4444444444444444
25,Iterative MCA (2 dims),Trouble sleeping at night,0.41379310344827586
25,Iterative MCA (2 dims),Problems concentrating or making decision,0.3888888888888889
25,Iterative MCA (2 dims),Overeating or loss of appetite,0.76
25,Iterative MCA (2 dims),Feeling anxious,0.7272727272727273
25,Iterative MCA (2 dims),Feeling of guilt,0.5
25,Iterative MCA (2 dims),Problems of bonding with baby,0.375
26,Marginal sampling,Age,0.1111111111111111
26,Marginal sampling,Feeling sad or Tearful,0.39285714285714285
26,Marginal sampling,Irritable towards baby & partner,0.4827586206896552
26,Marginal sampling,Trouble sleeping at night,0.34615384615384615
26,Marginal sampling,Problems concentrating or making decision,0.36666666666666664
26,Marginal sampling,Overeating or loss of appetite,0.52
26,Marginal sampling,Feeling anxious,0.6666666666666666
26,Marginal sampling,Feeling of guilt,0.5909090909090909
26,Marginal sampling,Problems of bonding with baby,0.44
26,Mode,Age,0.16666666666666666
26,Mode,Feeling sad or Tearful,0.39285714285714285
26,Mode,Irritable towards baby & partner,0.27586206896551724
26,Mode,Trouble sleeping at night,0.15384615384615385
26,Mode,Problems concentrating or making decision,0.36666666666666664
26,Mode,Overeating or loss of appetite,0.8
26,Mode,Feeling anxious,0.5
26,Mode,Feeling of guilt,0.3181818181818182
26,Mode,Problems of bonding with baby,0.36
26,"KNN (Hamming, k=7)",Age,0.2222222222222222
26,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.5
26,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.4482758620689655
26,"KNN (Hamming, k=7)",Trouble sleeping at night,0.46153846153846156
26,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.4
26,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.8
26,"KNN (Hamming, k=7)",Feeling anxious,0.75
26,"KNN (Hamming, k=7)",Feeling of guilt,0.4090909090909091
26,"KNN (Hamming, k=7)",Problems of bonding with baby,0.4
26,MICE (logistic),Age,0.2777777777777778
26,MICE (logistic),Feeling sad or Tearful,0.35714285714285715
26,MICE (logistic),Irritable towards baby & partner,0.4827586206896552
26,MICE (logistic),Trouble sleeping at night,0.38461538461538464
26,MICE (logistic),Problems concentrating or making decision,0.3
26,MICE (logistic),Overeating or loss of appetite,0.76
26,MICE (logistic),Feeling anxious,0.6666666666666666
26,MICE (logistic),Feeling of guilt,0.5
26,MICE (logistic),Problems of bonding with baby,0.4
26,MICE (random forest),Age,0.1111111111111111
26,MICE (random forest),Feeling sad or Tearful,0.6428571428571429
26,MICE (random forest),Irritable towards baby & partner,0.3448275862068966
